Schulform;FSP;BG;Fach;Bezeichnung;KZ_Bereich;Flag;Sortierung;Sortierung2;geaendert
SB;;***;WW;Wirtschaftslehre;;1;23;0;
SG;;***;WW;Wirtschaftslehre;0;1;23;3;2020-09-07 12:45:15
SK;;***;WW;Wirtschaftslehre;0;1;23;3;2016-02-22 13:24:31
SR;;***;WW;Wirtschaftslehre;0;1;23;3;2020-09-07 11:32:56
V;;***;WW;Wirtschaftslehre;0;1;23;3;2020-09-07 11:39:18
GE;;***;XH;Herkunftssprache anstelle einer Pflichtfremdsprache - sonstige Sprache;0;1;24;1;2018-04-05 14:11:57
GM;;***;XH;Herkunftssprache anstelle einer Pflichtfremdsprache - sonstige Sprache;0;1;24;1;2018-04-05 13:17:57
GY;;***;XH;Herkunftssprache anstelle einer Pflichtfremdsprache - sonstige Sprache;0;1;24;1;2018-04-05 13:20:08
H;;***;XH;Herkunftssprache anstelle einer Pflichtfremdsprache - sonstige Sprache;0;1;24;1;2018-04-05 13:23:13
PS;;***;XH;Herkunftssprache anstelle einer Pflichtfremdsprache - sonstige Sprache;0;1;24;1;2018-04-05 13:24:40
R;;***;XH;Herkunftssprache anstelle einer Pflichtfremdsprache - sonstige Sprache;0;1;24;1;2018-04-05 13:24:47
S;;***;XH;Herkunftssprache anstelle einer Pflichtfremdsprache - sonstige Sprache;0;1;24;1;2018-04-06 16:20:28
SG;;***;XH;Herkunftssprache anstelle einer Pflichtfremdsprache - sonstige Sprache;0;1;24;1;2018-04-05 13:35:21
SK;;***;XH;Herkunftssprache anstelle einer Pflichtfremdsprache - sonstige Sprache;0;1;24;1;2018-04-05 13:35:40
SR;;***;XH;Herkunftssprache anstelle einer Pflichtfremdsprache - sonstige Sprache;0;1;24;1;2018-04-05 13:36:02
G;;***;XM;Unterricht in der Herkunftssprache - sonstige Sprache;;1;24;1;2016-02-22 15:00:27
GE;;***;XM;Unterricht in der Herkunftssprache - sonstige Sprache;0;1;24;2;2018-04-04 16:07:42
GM;;***;XM;Unterricht in der Herkunftssprache - sonstige Sprache;0;1;24;2;2018-04-05 13:17:51
GY;;***;XM;Unterricht in der Herkunftssprache - sonstige Sprache;;1;24;2;2018-04-04 16:43:22
H;;***;XM;Unterricht in der Herkunftssprache - sonstige Sprache;;1;24;2;2018-04-04 17:13:10
PS;;***;XM;Unterricht in der Herkunftssprache - sonstige Sprache;0;1;24;2;2018-04-05 09:58:47
R;;***;XM;Unterricht in der Herkunftssprache - sonstige Sprache;;1;24;2;2018-04-05 09:36:51
S;;***;XM;Unterricht in der Herkunftssprache - sonstige Sprache;;1;24;2;2018-04-06 16:20:56
SG;;***;XM;Unterricht in der Herkunftssprache - sonstige Sprache;;1;24;2;2018-04-05 11:41:20
SK;;***;XM;Unterricht in der Herkunftssprache - sonstige Sprache;0;1;24;2;2018-04-05 10:24:06
SR;;***;XM;Unterricht in der Herkunftssprache - sonstige Sprache;;1;24;2;2018-04-05 11:56:13
V;;***;XM;Unterricht in der Herkunftssprache - sonstige Sprache;;1;24;1;2016-02-22 13:11:39
FW;;***;XX;Sonstige Fächer ohne Fremdsprachen (kein Import nach ASDPC);0;3;24;1;2016-02-22 14:59:12
GE;;***;YH;Herkunftssprache anstelle einer Pflichtfremdsprache - Koreanisch;0;1;25;2;2018-04-04 15:48:29
GM;;***;YH;Herkunftssprache anstelle einer Pflichtfremdsprache - Koreanisch;0;1;25;1;2018-04-04 15:03:46
GY;;***;YH;Herkunftssprache anstelle einer Pflichtfremdsprache - Koreanisch;0;1;25;1;2018-04-04 16:27:56
H;;***;YH;Herkunftssprache anstelle einer Pflichtfremdsprache - Koreanisch;0;1;25;1;2018-04-04 16:59:29
PS;;***;YH;Herkunftssprache anstelle einer Pflichtfremdsprache - Koreanisch;0;1;25;1;2018-04-05 09:43:43
R;;***;YH;Herkunftssprache anstelle einer Pflichtfremdsprache - Koreanisch;0;1;25;1;2018-04-05 09:25:45
S;;***;YH;Herkunftssprache anstelle einer Pflichtfremdsprache - Koreanisch;0;1;25;1;2018-04-06 16:21:43
SG;;***;YH;Herkunftssprache anstelle einer Pflichtfremdsprache - Koreanisch;0;1;25;1;2018-04-05 11:42:18
SK;;***;YH;Herkunftssprache anstelle einer Pflichtfremdsprache - Koreanisch;0;1;25;1;2018-04-05 10:07:30
SR;;***;YH;Herkunftssprache anstelle einer Pflichtfremdsprache - Koreanisch;0;1;25;1;2018-04-05 11:57:11
BK;;***;YM;Unterricht in der Herkunftssprache - Koreanisch;0;1;25;0;2018-04-05 10:34:59
G;;***;YM;Unterricht in der Herkunftssprache - Koreanisch;0;1;25;1;2018-04-03 15:50:01
GE;;***;YM;Unterricht in der Herkunftssprache - Koreanisch;0;1;25;3;2018-04-04 15:50:20
GM;;***;YM;Unterricht in der Herkunftssprache - Koreanisch;0;1;25;2;2018-04-04 15:04:17
GY;;***;YM;Unterricht in der Herkunftssprache - Koreanisch;0;1;25;2;2018-04-04 16:27:48
H;;***;YM;Unterricht in der Herkunftssprache - Koreanisch;0;1;25;2;2018-04-04 16:59:45
PS;;***;YM;Unterricht in der Herkunftssprache - Koreanisch;0;1;25;2;2018-04-05 09:43:36
R;;***;YM;Unterricht in der Herkunftssprache - Koreanisch;0;1;25;2;2018-04-05 09:25:40
S;;***;YM;Unterricht in der Herkunftssprache - Koreanisch;0;1;25;2;2018-04-06 16:22:30
SG;;***;YM;Unterricht in der Herkunftssprache - Koreanisch;0;1;25;2;2018-04-05 11:42:30
SK;;***;YM;Unterricht in der Herkunftssprache - Koreanisch;0;1;25;2;2018-04-05 10:08:01
SR;;***;YM;Unterricht in der Herkunftssprache - Koreanisch;0;1;25;2;2018-04-05 11:57:23
V;;***;YM;Unterricht in der Herkunftssprache - Koreanisch;0;1;25;1;2018-04-05 11:22:45
BK;;***;YR;orthodoxe Religionslehre (Syrisch);0;1;25;0;2010-03-18 08:43:35
G;;***;YR;orthodoxe Religionslehre (Syrisch);0;1;25;2;2018-04-03 15:49:40
GE;;***;YR;orthodoxe Religionslehre (Syrisch);0;1;25;1;2018-04-04 15:50:17
GM;;***;YR;orthodoxe Religionslehre (Syrisch);0;1;25;3;2018-04-04 15:45:07
GY;;***;YR;orthodoxe Religionslehre (Syrisch);0;1;25;3;2018-04-04 16:28:55
H;;***;YR;orthodoxe Religionslehre (Syrisch);0;1;25;3;2018-04-04 17:01:02
PS;;***;YR;orthodoxe Religionslehre (Syrisch);0;1;25;3;2018-04-05 09:44:06
R;;***;YR;orthodoxe Religionslehre (Syrisch);0;1;25;3;2018-04-05 09:26:16
S;;***;YR;orthodoxe Religionslehre (Syrisch);0;1;25;3;2018-04-06 16:23:25
SB;;***;YR;orthodoxe Religionslehre (Syrisch);0;1;25;0;2010-03-18 08:42:59
SG;;***;YR;orthodoxe Religionslehre (Syrisch);0;1;25;3;2018-04-05 11:42:55
SK;;***;YR;orthodoxe Religionslehre (Syrisch);0;1;25;3;2018-04-05 10:09:01
SR;;***;YR;orthodoxe Religionslehre (Syrisch);0;1;25;3;2018-04-05 11:58:23
V;;***;YR;orthodoxe Religionslehre (Syrisch);0;1;25;2;2018-04-05 11:23:04
WB;;***;YR;orthodoxe Religionslehre (Syrisch);0;1;25;1;2016-02-22 13:07:00
BK;;***;Z;Neugriechisch;0;1;26;0;
H;;R;Z;Neugriechisch;0;1;26;1;2018-04-04 17:02:45
SB;;***;Z;Neugriechisch;0;1;26;0;
WB;;***;Z;Neugriechisch;0;1;26;1;2016-02-22 13:07:04
GE;;***;Z0;Neugriechisch, regulärer Beginn in der Einführungsphase;0;1;26;5;2020-08-13 10:37:10
GE;;***;Z0;Neugriechisch, regulärer Beginn in der Einführungsphase;0;2;26;5;2020-08-13 10:37:09
GM;;***;Z0;Neugriechisch, regulärer Beginn in der Einführungsphase;0;1;26;5;2017-02-07 10:37:59
GM;;***;Z0;Neugriechisch, regulärer Beginn in der Einführungsphase;0;2;26;5;2017-02-07 10:37:41
GY;;***;Z0;Neugriechisch, regulärer Beginn in der Einführungsphase;0;1;26;5;2016-02-22 15:56:34
GY;;***;Z0;Neugriechisch, regulärer Beginn in der Einführungsphase;0;2;26;5;2016-02-22 15:56:36
PS;;***;Z0;Neugriechisch, regulärer Beginn in der Einführungsphase;0;1;26;4;2016-02-22 16:05:38
PS;;***;Z0;Neugriechisch, regulärer Beginn in der Einführungsphase;0;2;26;4;2016-02-22 16:05:40
SG;;***;Z0;Neugriechisch, regulärer Beginn in der Einführungsphase;0;1;26;1;2016-02-22 13:37:23
SG;;***;Z0;Neugriechisch, regulärer Beginn in der Einführungsphase;0;2;26;1;2016-02-22 13:37:24
GE;;***;Z5;Neugriechisch, regulärer Beginn in Jahrgang 5;0;1;26;1;2016-02-22 15:07:59
GE;;***;Z5;Neugriechisch, regulärer Beginn in Jahrgang 5;0;2;26;1;2016-02-22 15:08:00
GM;;***;Z5;Neugriechisch, regulärer Beginn in Jahrgang 5;0;1;26;1;2016-02-22 15:50:48
GM;;***;Z5;Neugriechisch, regulärer Beginn in Jahrgang 5;0;2;26;1;2016-02-22 15:50:49
GY;;***;Z5;Neugriechisch, regulärer Beginn in Jahrgang 5;;1;26;1;2016-02-22 15:56:26
GY;;***;Z5;Neugriechisch, regulärer Beginn in Jahrgang 5;0;2;26;1;2016-02-22 15:56:27
PS;;***;Z5;Neugriechisch, regulärer Beginn in Jahrgang 5;0;1;26;1;2016-02-22 16:05:33
PS;;***;Z5;Neugriechisch, regulärer Beginn in Jahrgang 5;0;2;26;1;2016-02-22 16:05:34
R;;***;Z5;Neugriechisch, regulärer Beginn in Jahrgang 5;0;1;26;1;2016-03-23 11:10:38
R;;***;Z5;Neugriechisch, regulärer Beginn in Jahrgang 5;0;2;26;1;2016-03-23 12:59:13
SG;;***;Z5;Neugriechisch, regulärer Beginn in Jahrgang 5;;1;26;2;2016-02-22 13:37:25
SG;;***;Z5;Neugriechisch, regulärer Beginn in Jahrgang 5;0;2;26;2;2016-02-22 13:37:26
SK;;***;Z5;Neugriechisch, regulärer Beginn in Jahrgang 5;0;1;26;1;2016-02-23 11:10:08
SK;;***;Z5;Neugriechisch, regulärer Beginn in Jahrgang 5;0;2;26;1;2016-02-23 11:10:09
SR;;***;Z5;Neugriechisch, regulärer Beginn in Jahrgang 5;0;1;26;1;2016-03-23 11:20:24
SR;;***;Z5;Neugriechisch, regulärer Beginn in Jahrgang 5;0;2;26;1;2016-03-23 13:00:04
GE;;***;Z6;Neugriechisch, regulärer Beginn in Jahrgang 6;0;1;26;2;2016-02-22 15:08:01
GE;;***;Z6;Neugriechisch, regulärer Beginn in Jahrgang 6;0;2;26;2;2016-02-22 15:08:01
GM;;***;Z6;Neugriechisch, regulärer Beginn in Jahrgang 6;0;1;26;2;2016-02-22 15:50:50
GM;;***;Z6;Neugriechisch, regulärer Beginn in Jahrgang 6;0;2;26;2;2016-02-22 15:50:50
GY;;***;Z6;Neugriechisch, regulärer Beginn in Jahrgang 6;0;1;26;2;2016-02-22 15:56:27
GY;;***;Z6;Neugriechisch, regulärer Beginn in Jahrgang 6;0;2;26;2;2016-02-22 15:56:29
PS;;***;Z6;Neugriechisch, regulärer Beginn in Jahrgang 6;0;1;26;2;2016-02-22 16:05:34
PS;;***;Z6;Neugriechisch, regulärer Beginn in Jahrgang 6;0;2;26;2;2016-02-22 16:05:36
R;;***;Z6;Neugriechisch, regulärer Beginn in Jahrgang 6;0;1;26;2;2016-03-23 11:12:07
R;;***;Z6;Neugriechisch, regulärer Beginn in Jahrgang 6;0;2;26;2;2016-03-23 12:59:14
SG;;***;Z6;Neugriechisch, regulärer Beginn in Jahrgang 6;0;1;26;3;2016-02-22 13:37:28
SG;;***;Z6;Neugriechisch, regulärer Beginn in Jahrgang 6;0;2;26;3;2016-02-22 13:37:28
SK;;***;Z6;Neugriechisch, regulärer Beginn in Jahrgang 6;0;1;26;2;2016-02-23 11:10:10
SK;;***;Z6;Neugriechisch, regulärer Beginn in Jahrgang 6;0;2;26;2;2016-02-23 11:10:11
SR;;***;Z6;Neugriechisch, regulärer Beginn in Jahrgang 6;0;1;26;2;2016-03-23 11:20:24
SR;;***;Z6;Neugriechisch, regulärer Beginn in Jahrgang 6;0;2;26;2;2016-03-23 13:00:05
GE;;***;Z7;Neugriechisch, regulärer Beginn in Jahrgang 7;0;1;26;3;2020-08-13 10:37:03
GE;;***;Z7;Neugriechisch, regulärer Beginn in Jahrgang 7;0;2;26;3;2020-08-13 10:37:04
GM;;***;Z7;Neugriechisch, regulärer Beginn in Jahrgang 7;0;1;26;3;2016-02-22 15:50:52
GM;;***;Z7;Neugriechisch, regulärer Beginn in Jahrgang 7;0;2;26;3;2016-02-22 15:50:53
GY;;***;Z7;Neugriechisch, regulärer Beginn in Jahrgang 7;;1;26;3;2016-02-22 15:56:30
GY;;***;Z7;Neugriechisch, regulärer Beginn in Jahrgang 7;0;2;26;3;2016-02-22 15:56:31
R;;***;Z7;Neugriechisch, regulärer Beginn in Jahrgang 7;0;1;26;3;2016-03-23 11:12:08
R;;***;Z7;Neugriechisch, regulärer Beginn in Jahrgang 7;0;2;26;3;2016-03-23 12:59:15
SG;;***;Z7;Neugriechisch, regulärer Beginn in Jahrgang 7;0;1;26;4;2020-08-13 09:21:55
SG;;***;Z7;Neugriechisch, regulärer Beginn in Jahrgang 7;0;2;26;4;2020-08-13 09:21:56
SK;;***;Z7;Neugriechisch, regulärer Beginn in Jahrgang 7;0;1;26;3;2016-02-23 11:10:11
SK;;***;Z7;Neugriechisch, regulärer Beginn in Jahrgang 7;0;2;26;3;2016-02-23 11:10:13
GE;;***;Z8;Neugriechisch, regulärer Beginn in Jahrgang 8;0;1;26;4;2020-08-13 10:37:05
GE;;***;Z8;Neugriechisch, regulärer Beginn in Jahrgang 8;0;2;26;4;2020-08-13 10:37:08
GM;;***;Z8;Neugriechisch, regulärer Beginn in Jahrgang 8;0;1;26;4;2016-02-22 15:50:53
GM;;***;Z8;Neugriechisch, regulärer Beginn in Jahrgang 8;0;2;26;4;2016-02-22 15:50:54
GY;;***;Z8;Neugriechisch, regulärer Beginn in Jahrgang 8;;1;26;4;2016-02-22 15:56:32
GY;;***;Z8;Neugriechisch, regulärer Beginn in Jahrgang 8;0;2;26;4;2016-02-22 15:56:34
PS;;***;Z8;Neugriechisch, regulärer Beginn in Jahrgang 8;0;1;26;3;2016-02-22 16:05:37
PS;;***;Z8;Neugriechisch, regulärer Beginn in Jahrgang 8;0;2;26;3;2016-02-22 16:05:38
R;;***;Z8;Neugriechisch, regulärer Beginn in Jahrgang 8;0;1;26;4;2016-03-23 11:14:46
R;;***;Z8;Neugriechisch, regulärer Beginn in Jahrgang 8;0;2;26;4;2016-03-23 12:59:16
SG;;***;Z8;Neugriechisch, regulärer Beginn in Jahrgang 8;0;1;26;5;2020-08-13 09:21:57
SG;;***;Z8;Neugriechisch, regulärer Beginn in Jahrgang 8;0;2;26;5;2020-08-13 09:22:00
SK;;***;Z8;Neugriechisch, regulärer Beginn in Jahrgang 8;0;1;26;4;2016-02-23 11:10:14
SK;;***;Z8;Neugriechisch, regulärer Beginn in Jahrgang 8;0;2;26;4;2016-02-23 11:10:15
SR;;***;Z8;Neugriechisch, regulärer Beginn in Jahrgang 8;0;1;26;3;2016-03-23 11:28:00
SR;;***;Z8;Neugriechisch, regulärer Beginn in Jahrgang 8;0;2;26;3;2018-04-05 11:59:47
G;;***;ZF;Zusätzliche Förderung;0;1;26;1;2020-04-07 13:13:21
PS;;***;ZF;Zusätzliche Förderung;0;1;26;6;2020-04-07 13:14:10
S;;***;ZF;Zusätzliche Förderung;0;1;26;1;2020-04-07 13:13:46
V;;***;ZF;Zusätzliche Förderung;0;1;26;1;2016-02-22 13:11:53
GE;;***;ZH;Herkunftssprache anstelle einer Pflichtfremdsprache - Kurdische Sprachen;0;1;26;7;2020-08-13 10:37:12
GM;;***;ZH;Herkunftssprache anstelle einer Pflichtfremdsprache - Kurdische Sprachen;0;1;26;7;2018-04-04 15:12:50
GY;;***;ZH;Herkunftssprache anstelle einer Pflichtfremdsprache - Kurdische Sprachen;0;1;26;7;2018-04-04 16:30:02
H;;***;ZH;Herkunftssprache anstelle einer Pflichtfremdsprache - Kurdische Sprachen;0;1;26;2;2018-04-04 17:02:47
PS;;***;ZH;Herkunftssprache anstelle einer Pflichtfremdsprache - Kurdische Sprachen;0;1;26;7;2018-04-05 09:45:40
R;;***;ZH;Herkunftssprache anstelle einer Pflichtfremdsprache - Kurdische Sprachen;0;1;26;6;2018-04-05 09:27:55
S;;***;ZH;Herkunftssprache anstelle einer Pflichtfremdsprache - Kurdische Sprachen;0;1;26;3;2018-04-06 16:24:22
SG;;***;ZH;Herkunftssprache anstelle einer Pflichtfremdsprache - Kurdische Sprachen;0;1;26;7;2020-08-13 09:22:03
SK;;***;ZH;Herkunftssprache anstelle einer Pflichtfremdsprache - Kurdische Sprachen;0;1;26;7;2018-04-05 10:09:35
SR;;***;ZH;Herkunftssprache anstelle einer Pflichtfremdsprache - Kurdische Sprachen;0;1;26;5;2018-04-05 11:59:51
BK;;***;ZM;Unterricht in der Herkunftssprache - Kurdische Sprachen (Sorani, Komanci, Zaza);0;1;26;0;2018-04-05 10:37:31
G;;***;ZM;Unterricht in der Herkunftssprache - Kurdische Sprachen (Sorani, Komanci, Zaza);0;1;26;2;2018-04-03 15:51:25
GE;;***;ZM;Unterricht in der Herkunftssprache - Kurdische Sprachen (Sorani, Komanci, Zaza);0;1;26;8;2020-08-13 10:37:37
GM;;***;ZM;Unterricht in der Herkunftssprache - Kurdische Sprachen (Sorani, Komanci, Zaza);0;1;26;8;2018-04-04 15:13:00
GY;;***;ZM;Unterricht in der Herkunftssprache - Kurdische Sprachen (Sorani, Komanci, Zaza);0;1;26;8;2018-04-04 16:30:19
H;;***;ZM;Unterricht in der Herkunftssprache - Kurdische Sprachen (Sorani, Komanci, Zaza);0;1;26;3;2018-04-04 17:02:50
PS;;***;ZM;Unterricht in der Herkunftssprache - Kurdische Sprachen (Sorani, Komanci, Zaza);0;1;26;8;2018-04-05 09:45:43
R;;***;ZM;Unterricht in der Herkunftssprache - Kurdische Sprachen (Sorani, Komanci, Zaza);0;1;26;7;2018-04-05 09:27:58
S;;***;ZM;Unterricht in der Herkunftssprache - Kurdische Sprachen (Sorani, Komanci, Zaza);0;1;26;2;2018-04-04 13:15:49
SG;;***;ZM;Unterricht in der Herkunftssprache - Kurdische Sprachen (Sorani, Komanci, Zaza);0;1;26;8;2020-08-13 09:22:05
SK;;***;ZM;Unterricht in der Herkunftssprache - Kurdische Sprachen (Sorani, Komanci, Zaza);0;1;26;8;2018-04-05 10:09:30
SR;;***;ZM;Unterricht in der Herkunftssprache - Kurdische Sprachen (Sorani, Komanci, Zaza);0;1;26;6;2018-04-05 12:53:58
V;;***;ZM;Unterricht in der Herkunftssprache - Kurdische Sprachen (Sorani, Komanci, Zaza);0;1;26;2;2018-04-05 11:23:38
GE;;***;ZQ;Neugriechisch, außerhalb des regulären Fachunterrichts;0;1;26;6;2020-08-13 10:37:11
GM;;***;ZQ;Neugriechisch, außerhalb des regulären Fachunterrichts;0;1;26;6;2018-04-04 15:12:47
GY;;***;ZQ;Neugriechisch, außerhalb des regulären Fachunterrichts;0;1;26;6;2016-02-22 15:56:39
PS;;***;ZQ;Neugriechisch, außerhalb des regulären Fachunterrichts;0;1;26;5;2016-02-22 16:05:41
R;;***;ZQ;Neugriechisch, außerhalb des regulären Fachunterrichts;0;1;26;5;2016-03-23 11:10:45
SG;;***;ZQ;Neugriechisch, außerhalb des regulären Fachunterrichts;0;1;26;6;2020-08-13 09:22:02
SK;;***;ZQ;Neugriechisch, außerhalb des regulären Fachunterrichts;0;1;26;6;2016-02-22 13:31:59
SR;;***;ZQ;Neugriechisch, außerhalb des regulären Fachunterrichts;0;1;26;4;2016-03-23 11:28:02
BK;;***;ZW;Zeichnen / Werken;-1;1;26;0;
SB;;***;ZW;Zeichnen / Werken;;1;26;0;
G;;***;**;Kein Eintrag;0;2;0;0;2014-09-04 15:28:33
GE;;***;**;Kein Eintrag;0;2;0;0;2011-07-25 09:26:26
GM;;***;**;Kein Eintrag;0;2;0;0;2013-05-23 09:01:09
GY;;***;**;Kein Eintrag;0;2;0;0;2011-07-25 09:55:17
H;;***;**;Kein Eintrag;0;2;0;0;2014-09-04 15:28:51
PS;;***;**;Kein Eintrag;0;2;0;0;2013-05-23 09:12:01
R;;***;**;Kein Eintrag;0;2;0;0;2014-09-04 15:28:56
S;;***;**;Kein Eintrag;0;2;0;0;2014-09-08 08:59:15
SG;;***;**;Kein Eintrag;0;2;0;0;2013-05-23 10:19:05
SK;;***;**;Kein Eintrag;0;2;0;0;2013-05-23 10:48:18
SR;;***;**;Kein Eintrag;0;2;0;0;2014-09-04 15:29:05
V;;***;**;Kein Eintrag;0;2;0;0;2014-09-04 15:29:17
WB;;***;**;Kein Eintrag;0;2;0;0;2014-09-09 08:24:31
